ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Glottolog_Name,Family,Concept_Count,Form_Count,Contribution_ID,Family_Name
213,Panare,South America,6.95035,-65.8483,enap1235,pbh,Panare,cari1283,1146,1146,idssegmented,Cariban
214,Kaingáng,South America,-27.7671,-52.5394,kain1272,kgp,Kaingang,nucl1710,1752,1752,idssegmented,Nuclear-Macro-Je
215,Selkup,Eurasia,59.9409,82.3004,selk1253,sel,Selkup,ural1272,1258,1258,idssegmented,Uralic
216,Waurá,South America,-13.296,-53.6971,waur1244,wau,Waurá,araw1281,1269,1269,idssegmented,Arawakan
217,Sanapaná (Angaité dialect),South America,-22.85,-58.45,anga1316,aqt,Angaité,leng1261,1181,1181,idssegmented,Lengua-Mascoy
218,Zinacantán Tzotzil,North America,16.8333,-92.8333,tzot1259,tzo,Tzotzil,maya1287,1357,1357,wold,Mayan
219,Sanchong Kelao,Eurasia,22.5632,104.698,gree1278,giq,Hagei Gelao,taik1256,1046,1046,idssegmented,Tai-Kadai
220,Iduh,Eurasia,19.3497,104.106,oduu1239,tyh,O'du,aust1305,1034,1034,idssegmented,Austroasiatic
221,Wai Wai,South America,1.50881,-59.1417,waiw1244,waw,Waiwai,cari1283,1042,1042,idssegmented,Cariban
222,Paliu,Eurasia,24.7013,104.955,boly1239,ply,Bolyu,aust1305,1095,1095,idssegmented,Austroasiatic
223,Aché,South America,-25.5865,-56.4697,ache1246,guq,Aché,tupi1275,992,992,idssegmented,Tupian
224,Gurindji,Australia,-17.6667,130.667,guri1247,gue,Gurindji,pama1250,994,994,wold,Pama-Nyungan
225,Maca,South America,-25.0119,-57.3694,maca1260,mca,Maká,mata1289,1085,1085,idssegmented,Matacoan
226,Rumai,Eurasia,23.6404,97.3172,ruma1248,rbb,Rumai Palaung,aust1305,1055,1055,idssegmented,Austroasiatic
227,Aymara,South America,-17.0,-68.5,cent2142,ayr,Central Aymara,ayma1253,1050,1050,keypano,Aymaran
228,Epena,South America,4.25877,-77.3566,epen1239,sja,Epena,choc1280,1116,1116,idssegmented,Chocoan
229,Xu,Eurasia,22.0163,100.881,huuu1240,huo,Hu,aust1305,1024,1024,idssegmented,Austroasiatic
230,Cavineña,South America,-13.3544,-66.6277,cavi1250,cav,Cavineña,pano1259,1036,1036,keypano,Pano-Tacanan
231,Mlabri,Eurasia,18.5533,101.163,mlab1235,mra,Mlabri,aust1305,945,945,idssegmented,Austroasiatic
232,Shipibo-Conibo,South America,-7.17105,-74.8219,ship1254,shp,Shipibo-Conibo,pano1259,1373,1373,keypano,Pano-Tacanan
233,Colorado,South America,-0.21181,-79.2347,colo1256,cof,Tsafiki,barb1265,1178,1178,idssegmented,Barbacoan
234,Macushi,South America,4.31861,-60.2209,macu1259,mbc,Macushi,cari1283,969,969,idssegmented,Cariban
235,Yuwana,South America,5.63879,-65.4267,yuwa1244,yau,Hoti,yuwa1244,1002,1002,idssegmented,Hoti
236,Tacana,South America,-13.39249,-68.04056,taca1256,tna,Tacana,pano1259,1231,1231,keypano,Pano-Tacanan
237,Goajiro,South America,11.395566,-72.199791,wayu1243,guc,Wayuu,araw1281,1005,1005,idssegmented,Arawakan
238,Ninam (Shirishana variety),South America,4.03894,-62.7801,nina1238,shb,Ninam,yano1268,1020,1020,idssegmented,Yanomamic
239,Nahuatl (Sierra de Zacapoaxtla variety),North America,20.1554,-97.5556,high1278,azz,Highland Puebla Nahuatl,utoa1244,1461,1461,idssegmented,Uto-Aztecan
240,Zuni,North America,35.0056,-108.782,zuni1245,zun,Zuni,zuni1245,998,998,idssegmented,Zuni
241,Negerhollands,North America,18.3416,-64.8922,nege1244,dcr,Virgin Islands Dutch Creole,indo1319,1267,1267,idssegmented,Indo-European
242,Kalamang,Papunesia,-3.47037,132.678,kara1499,kgv,Kalamang,west2604,1225,1225,visserkalamang,West Bomberai
243,Chipaya,South America,-18.73951,-67.89633,chip1262,cap,Chipaya,uruc1242,1047,1047,idssegmented,Uru-Chipaya
244,Old Church Slavonic,Eurasia,43.7171,22.8442,chur1257,chu,Church Slavic,indo1319,1235,1235,idssegmented,Indo-European
245,Ignaciano,South America,-15.1188,-65.3993,igna1246,ign,Ignaciano,araw1281,1144,1144,idssegmented,Arawakan
246,Chácobo,South America,-12.133,-66.7164,chac1251,cao,Chácobo,pano1259,1050,1050,idssegmented,Pano-Tacanan
247,Chácobo,South America,-12.133,-66.7164,chac1251,cao,Chácobo,pano1259,1050,1050,keypano,Pano-Tacanan
248,Yanomámi,South America,2.48999,-62.8522,yano1262,wca,Yanomám,yano1268,951,951,idssegmented,Yanomamic
249,Tommo So,Africa,14.85,-3.1666667,tomm1242,dto,Tommo So Dogon,dogo1299,905,905,heathdogon,Dogon
250,Ceq Wong,Eurasia,3.8807,102.456,chew1245,cwg,Chewong,aust1305,919,919,wold,Austroasiatic
251,Karok,North America,41.8228,-123.315,karo1304,kyh,Karuk,karo1304,874,874,idssegmented,Karuk
252,Ahlao (Thavung),Eurasia,17.7655,104.229,aheu1239,thm,Thavung,aust1305,885,885,idssegmented,Austroasiatic
253,Jamsay Douentza,Africa,15.00045,-2.95395,jams1239,djm,Jamsay Dogon,dogo1299,863,863,heathdogon,Dogon
254,Araona,South America,-12.4242,-67.7293,arao1248,aro,Araona,pano1259,1169,1169,keypano,Pano-Tacanan
255,Ben Tey,Africa,14.8524,-2.946416667,bent1238,dbt,Ben Tey Dogon,dogo1299,860,860,heathdogon,Dogon
256,Nanga,Africa,14.81938333,-3.010433333,nang1261,nzz,Nanga,dogo1299,861,861,heathdogon,Dogon
257,Yorno So,Africa,14.56,-3.24,yorn1234,,Yorno So,dogo1299,845,845,heathdogon,Dogon
258,Embera,South America,7.12761,-77.574,nort2972,emp,Northern Emberá,choc1280,820,820,idssegmented,Chocoan
259,Finnish,Eurasia,61.00,24.45,finn1318,fin,Finnish,ural1272,920,920,northeuralex,Uralic
260,North Karelian,Eurasia,65.17,30.87,kare1335,krl,Karelian,ural1272,949,949,northeuralex,Uralic
261,Olonets Karelian,Eurasia,61.00,33.00,livv1243,olo,Livvi,ural1272,1037,1037,northeuralex,Uralic
262,Veps,Eurasia,60.34,34.79,veps1250,vep,Veps,ural1272,897,897,northeuralex,Uralic
263,Estonian,Eurasia,59.25,24.75,esto1258,ekk,Estonian,ural1272,899,899,northeuralex,Uralic
264,Livonian,Eurasia,57.57,22.03,livv1244,liv,Liv,ural1272,915,915,northeuralex,Uralic
265,Lule Sami,Eurasia,67.28,17.81,lule1254,smj,Lule Saami,ural1272,1010,1010,northeuralex,Uralic
266,Meadow Mari,Eurasia,57.00,49.50,east2328,mhr,Eastern Mari,ural1272,880,880,northeuralex,Uralic
267,Erzya,Eurasia,53.00,45.50,erzy1239,myv,Erzya,ural1272,889,889,northeuralex,Uralic
268,Udmurt,Eurasia,56.13,52.64,udmu1245,udm,Udmurt,ural1272,896,896,northeuralex,Uralic
269,Komi-Zyrian,Eurasia,64.05,54.95,komi1268,kpv,Komi-Zyrian,ural1272,920,920,northeuralex,Uralic
270,Hungarian,Eurasia,46.91,19.66,hung1274,hun,Hungarian,ural1272,973,973,northeuralex,Uralic
271,Tundra Nenets,Eurasia,66.18,71.02,nene1249,yrk,Tundra Nenets,ural1272,925,925,northeuralex,Uralic
272,Bengali,Eurasia,24.00,90.00,beng1280,ben,Bengali,indo1319,814,814,northeuralex,Indo-European
273,Hindi,Eurasia,27.20,78.00,hind1269,hin,Hindi,indo1319,1170,1170,northeuralex,Indo-European
274,Western Farsi,Eurasia,28.66,55.16,west2369,pes,Western Farsi,indo1319,969,969,northeuralex,Indo-European
275,Northern Kurdish,Eurasia,37.00,43.00,nort2641,kmr,Northern Kurdish,indo1319,873,873,northeuralex,Indo-European
276,Modern Greek,Eurasia,38.00,23.75,mode1248,ell,Modern Greek,indo1319,902,902,northeuralex,Indo-European
277,Standard Albanian,Eurasia,41.33,19.85,alba1267,sqi,Albanian,indo1319,927,927,northeuralex,Indo-European
278,Slovak,Eurasia,48.55,18.78,slov1269,slk,Slovak,indo1319,933,933,northeuralex,Indo-European
279,Czech,Eurasia,49.87,15.10,czec1258,ces,Czech,indo1319,891,891,northeuralex,Indo-European
280,Polish,Eurasia,51.84,18.63,poli1260,pol,Polish,indo1319,875,875,northeuralex,Indo-European
281,Ukrainian,Eurasia,50.25,28.65,ukra1253,ukr,Ukrainian,indo1319,851,851,northeuralex,Indo-European
282,Belarusian,Eurasia,53.23,25.60,bela1254,bel,Belarusian,indo1319,848,848,northeuralex,Indo-European
283,Russian,Eurasia,57.60,39.80,russ1263,rus,Russian,indo1319,818,818,northeuralex,Indo-European
284,Lithuanian,Eurasia,55.14,23.96,lith1251,lit,Lithuanian,indo1319,1003,1003,northeuralex,Indo-European
285,Latvian,Eurasia,56.83,24.31,latv1249,lav,Latvian,indo1319,973,973,northeuralex,Indo-European
286,Icelandic,Eurasia,63.48,-19.02,icel1247,isl,Icelandic,indo1319,909,909,northeuralex,Indo-European
287,Norwegian (Bokmål),Eurasia,59.92,10.71,norw1258,nor,Norwegian,indo1319,882,882,northeuralex,Indo-European
288,Swedish,Eurasia,59.80,17.39,swed1254,swe,Swedish,indo1319,905,905,northeuralex,Indo-European
289,German,Eurasia,52.27,10.50,stan1295,deu,German,indo1319,799,799,northeuralex,Indo-European
290,Dutch,Eurasia,52.00,5.00,dutc1256,nld,Dutch,indo1319,914,914,northeuralex,Indo-European
291,English,Eurasia,53.00,-1.00,stan1293,eng,English,indo1319,804,804,northeuralex,Indo-European
292,Welsh,Eurasia,52.00,-4.00,wels1247,cym,Welsh,indo1319,913,913,northeuralex,Indo-European
293,Latin,Eurasia,41.90,12.45,lati1261,lat,Latin,indo1319,863,863,northeuralex,Indo-European
294,French,Eurasia,48.00,2.00,stan1290,fra,French,indo1319,942,942,northeuralex,Indo-European
295,Catalan,Eurasia,41.45,1.57,stan1289,cat,Catalan,indo1319,880,880,northeuralex,Indo-European
296,Spanish,Eurasia,42.25,-3.70,stan1288,spa,Spanish,indo1319,931,931,northeuralex,Indo-European
297,Portuguese,Eurasia,39.91,-8.10,port1283,por,Portuguese,indo1319,958,958,northeuralex,Indo-European
298,Italian,Eurasia,43.05,12.65,ital1282,ita,Italian,indo1319,969,969,northeuralex,Indo-European
299,Romanian,Eurasia,46.39,24.23,roma1327,ron,Romanian,indo1319,989,989,northeuralex,Indo-European
300,Turkish,Eurasia,39.87,32.87,nucl1301,tur,Turkish,turk1311,987,987,northeuralex,Turkic
301,North Azerbaijani,Eurasia,40.40,49.60,nort2697,azj,North Azerbaijani,turk1311,880,880,northeuralex,Turkic
302,Northern Uzbek,Eurasia,39.65,67.00,nort2690,uzn,Northern Uzbek,turk1311,816,816,northeuralex,Turkic
303,Kazakh,Eurasia,49.80,73.15,kaza1248,kaz,Kazakh,turk1311,1020,1020,northeuralex,Turkic
304,Bashkir,Eurasia,53.60,56.56,bash1264,bak,Bashkir,turk1311,877,877,northeuralex,Turkic
305,Tatar,Eurasia,55.00,50.00,tata1255,tat,Tatar,turk1311,901,901,northeuralex,Turkic
306,Sakha,Eurasia,62.00,130.00,yaku1245,sah,Sakha,turk1311,884,884,northeuralex,Turkic
307,Khalkha Mongolian,Eurasia,48.32,106.29,halh1238,khk,Halh Mongolian,mong1349,1009,1009,northeuralex,Mongolic-Khitan
308,Japanese,Eurasia,35.00,135.00,nucl1643,jpn,Japanese,japo1237,862,862,northeuralex,Japonic
309,Kannada,Eurasia,13.59,76.12,nucl1305,kan,Kannada,drav1251,804,804,northeuralex,Dravidian
310,Malayalam,Eurasia,9.59,76.77,mala1464,mal,Malayalam,drav1251,821,821,northeuralex,Dravidian
311,Tamil,Eurasia,10.52,78.83,tami1289,tam,Tamil,drav1251,803,803,northeuralex,Dravidian
312,Telugu,Eurasia,16.45,78.70,telu1262,tel,Telugu,drav1251,805,805,northeuralex,Dravidian
313,Georgian,Eurasia,41.85,43.79,nucl1302,kat,Georgian,kart1248,917,917,northeuralex,Kartvelian
314,Basque,Eurasia,43.28,-1.32,basq1248,eus,Basque,basq1248,1010,1010,northeuralex,Basque
315,Standard Arabic,Eurasia,27.96,43.85,stan1318,arb,Standard Arabic,afro1255,904,904,northeuralex,Afro-Asiatic
316,Modern Hebrew,Eurasia,31.11,35.02,hebr1245,heb,Modern Hebrew,afro1255,833,833,northeuralex,Afro-Asiatic
317,Northern Sami,Eurasia,68.72,22.11,nort2671,sme,North Saami,ural1272,924,924,northeuralex,Uralic
318,Moksha,Eurasia,54.19,42.67,moks1248,mdf,Moksha,ural1272,920,920,northeuralex,Uralic
319,Northern Pashto,Eurasia,32.10,67.20,nort2646,pbu,Northern Pashto,indo1319,928,928,northeuralex,Indo-European
320,Bulgarian,Eurasia,42.70,23.80,bulg1262,bul,Bulgarian,indo1319,927,927,northeuralex,Indo-European
321,Croatian,Eurasia,45.20,16.83,croa1245,hrv,Croatian Standard,indo1319,995,995,northeuralex,Indo-European
322,Slovene,Eurasia,46.25,14.78,slov1268,slv,Slovenian,indo1319,867,867,northeuralex,Indo-European
323,Danish,Eurasia,55.60,12.50,dani1285,dan,Danish,indo1319,851,851,northeuralex,Indo-European
324,Irish,Eurasia,53.22,-7.62,iris1253,gle,Irish,indo1319,995,995,northeuralex,Indo-European
325,Chuvash,Eurasia,55.49,47.16,chuv1255,chv,Chuvash,turk1311,938,938,northeuralex,Turkic
326,Kalmyk,Eurasia,46.57,45.32,kalm1243,xal,Oirad-Kalmyk-Darkhat,mong1349,899,899,northeuralex,Mongolic-Khitan
327,Mandarin Chinese,Eurasia,40.02,116.23,mand1415,cmn,Mandarin Chinese,sino1245,798,798,northeuralex,Sino-Tibetan
328,Ossetian,Eurasia,43.18,44.23,osse1243,,Modern Ossetic,indo1319,971,971,northeuralex,Indo-European
329,Armenian,Eurasia,40.00,45.00,nucl1235,hye,Eastern Armenian,indo1319,880,880,northeuralex,Indo-European
330,Muisca,South America,6.24999,-74.1666,chib1270,chb,Chibcha,chib1249,837,837,idssegmented,Chibchan
331,Kildin Sami,Eurasia,68.22,35.83,kild1236,sjd,Kildin Saami,ural1272,945,945,northeuralex,Uralic
332,Hill Mari,Eurasia,56.33,46.33,west2392,mrj,Western Mari,ural1272,916,916,northeuralex,Uralic
333,Northern Mansi,Eurasia,64.41,61.34,mans1258,mns,Northern Mansi,ural1272,912,912,northeuralex,Uralic
334,Buryat,Eurasia,51.83,107.60,buri1258,bua,Buriat,mong1349,1002,1002,northeuralex,Mongolic-Khitan
335,Korean,Eurasia,37.50,128.00,kore1280,kor,Korean,kore1284,812,812,northeuralex,Koreanic
336,Inari Sami,Eurasia,69.42,27.87,inar1241,smn,Inari Saami,ural1272,904,904,northeuralex,Uralic
337,Yavitero,South America,2.924844,-67.438886,yavi1244,yvt,Yavitero-Pareni,araw1281,821,821,idssegmented,Arawakan
338,Yi (Mile),Eurasia,27.16,105.61,axiy1235,yix,Axi Yi,sino1245,882,882,suntb,Sino-Tibetan
339,Yi (Xide),Eurasia,25.04,100.51,yish1238,,Yishengzha Yi,sino1245,809,809,suntb,Sino-Tibetan
340,Southern Sami,Eurasia,64.25,12.60,sout2674,sma,South Saami,ural1272,925,925,northeuralex,Uralic
341,Evenki,Eurasia,65.75,105.30,even1259,evn,Evenki,tung1282,971,971,northeuralex,Tungusic
342,Yi (Nanhua),Eurasia,23.43,101.69,nanh1240,,Nanhua Lolopho,sino1245,840,840,suntb,Sino-Tibetan
343,Toro Tegu,Africa,15.00526667,-2.085,toro1253,dtt,Toro Tegu Dogon,dogo1299,821,821,heathdogon,Dogon
344,Skolt Sami,Eurasia,68.83,29.72,skol1241,sms,Skolt Saami,ural1272,930,930,northeuralex,Uralic
345,Chechen,Eurasia,43.50,45.50,chec1245,che,Chechen,nakh1245,836,836,northeuralex,Nakh-Daghestanian
346,Komi-Permyak,Eurasia,59.66,54.80,komi1269,koi,Komi-Permyak,ural1272,838,838,northeuralex,Uralic
347,Yi (Mojiang),Eurasia,24.41,103.43,sout2723,nsd,Southern Nisu,sino1245,813,813,suntb,Sino-Tibetan
348,Burmese (Spoken Rangoon),Eurasia,16.867489,96.191442,mand1476,,Mandalay-Yangon,sino1245,794,794,suntb,Sino-Tibetan
349,Breton,Eurasia,48.25,-3.79,bret1244,bre,Breton,indo1319,820,820,northeuralex,Indo-European
350,Lezgian,Eurasia,41.52,47.90,lezg1247,lez,Lezgian,nakh1245,875,875,northeuralex,Nakh-Daghestanian
351,Najamba,Africa,14.98333333,-3.033333333,bond1248,dbu,Najamba-Kindige,dogo1299,827,827,heathdogon,Dogon
352,Tocharian B,Eurasia,41.65,82.9,tokh1243,txb,Tokharian B,indo1319,925,925,idssegmented,Indo-European
353,Northern Selkup,Eurasia,59.94,82.30,selk1253,sel,Selkup,ural1272,838,838,northeuralex,Uralic
354,Togo Kan,Africa,14.22238333,-3.29865,togo1254,,Togo Kan,dogo1299,814,814,heathdogon,Dogon
355,Abkhaz,Eurasia,43.06,41.16,abkh1244,abk,Abkhaz,abkh1242,869,869,northeuralex,Abkhaz-Adyge
356,Selknam,South America,-54.0,-68.5,onaa1245,ona,Selk'nam,chon1288,883,883,idssegmented,Chonan
357,Manchu,Eurasia,47.31,126.56,manc1252,mnc,Manchu,tung1282,1178,1178,northeuralex,Tungusic
358,Avar,Eurasia,41.70,46.56,avar1256,ava,Avar,nakh1245,876,876,northeuralex,Nakh-Daghestanian
359,Atsi [Zaiwa],Eurasia,24.17,98.36,zaiw1241,atb,Zaiwa,sino1245,815,815,suntb,Sino-Tibetan
360,rGyalrong (Maerkang Caodeng (B)),Eurasia,32.209102,101.832718,tsho1240,,Tshobdun,sino1245,842,842,naganorgyalrongic,Sino-Tibetan
361,rGyalrong (Maerkang Soman),Eurasia,31.864114,102.484959,maer1238,,Maerkang,sino1245,824,824,naganorgyalrongic,Sino-Tibetan
362,Tlingit,North America,59.4447,-135.29,tlin1245,tli,Tlingit,atha1245,1368,1368,idssegmented,Athabaskan-Eyak-Tlingit
363,rGyalrong (Maerkang Bola (A)),Eurasia,31.915985,102.212059,maer1238,,Maerkang,sino1245,842,842,naganorgyalrongic,Sino-Tibetan
364,Adyghe,Eurasia,44.65,40.00,adyg1241,ady,West Circassian,abkh1242,829,829,northeuralex,Abkhaz-Adyge
365,Chukchi,Eurasia,68.64,170.04,chuk1273,ckt,Chukchi,chuk1271,869,869,northeuralex,Chukotko-Kamchatkan
366,Trung [Dulong],Eurasia,27.749017,98.691868,drun1238,duu,Drung,sino1245,801,801,suntb,Sino-Tibetan
367,rGyalrong,Eurasia,28.33,102.42,maer1238,,Maerkang,sino1245,776,776,suntb,Sino-Tibetan
368,Siona,South America,0.31733,-76.0237,sion1247,snn,Siona-Tetete,tuca1253,1178,1178,idssegmented,Tucanoan
369,Aleut,North America,52.12,-174.29,aleu1260,ale,Aleut,eski1264,803,803,northeuralex,Eskimo-Aleut
370,Lak,Eurasia,42.13,47.08,lakk1252,lbe,Lak,nakh1245,912,912,northeuralex,Nakh-Daghestanian
371,rGyalrong (Lixian Xuecheng Jiamizhai),Eurasia,31.617273,103.276061,lixi1238,,Lixian,sino1245,819,819,naganorgyalrongic,Sino-Tibetan
372,Mombo,Africa,14.4,-3.7,momb1254,dmb,Mombo Dogon,dogo1299,801,801,heathdogon,Dogon
373,Yi (Nanjian),Eurasia,25.19,101.27,xish1235,ywt,Xishanba Lalo,sino1245,843,843,suntb,Sino-Tibetan
374,Perge_Tegu,Africa,14.85205,-3.0218,perg1234,,Perge Tegu,dogo1299,795,795,heathdogon,Dogon
375,Hokkaido Ainu,Eurasia,43.63,142.46,ainu1240,ain,Hokkaido Ainu,ainu1252,809,809,northeuralex,Ainu
376,Yanda Dom,Africa,14.64718333,-3.148166667,yand1257,dym,Yanda Dom Dogon,dogo1299,786,786,heathdogon,Dogon
377,Nganasan,Eurasia,73.14,86.21,ngan1291,nio,Nganasan,ural1272,939,939,northeuralex,Uralic
378,Trinitario,South America,-15.3331,-65.4096,trin1274,trn,Trinitario-Javeriano-Loretano,araw1281,944,944,idssegmented,Arawakan
379,rGyalrong (Maerkang Bola (B)),Eurasia,31.915985,102.212059,maer1238,,Maerkang,sino1245,809,809,naganorgyalrongic,Sino-Tibetan
380,Forest Enets,Eurasia,69.98,88.21,fore1265,enf,Forest Enets,ural1272,821,821,northeuralex,Uralic
381,Northern Khanty,Eurasia,62.43,66.12,khan1273,kca,Kazym-Berezover-Suryskarer Khanty,ural1272,849,849,northeuralex,Uralic
382,Gününa Küne,South America,-42.223,-68.666,puel1244,pue,Puelche,puel1244,780,780,idssegmented,Puelche
383,Bankan Tey,Africa,15.06848333,-2.9103,bent1238,dbt,Ben Tey Dogon,dogo1299,782,782,heathdogon,Dogon
384,Mikir,Eurasia,25.735084,93.050494,karb1241,mjw,Hills Karbi,sino1245,1192,1192,marrisonnaga,Sino-Tibetan
385,Nanai,Eurasia,48.43,134.80,nana1257,gld,Nanai,tung1282,850,850,northeuralex,Tungusic
386,Angami Kohima,Eurasia,25.55,94.1333,anga1288,njm,Angami Naga,sino1245,846,846,marrisonnaga,Sino-Tibetan
387,Lushai,Eurasia,22.60535,92.629457,lush1249,lus,Mizo,sino1245,983,983,marrisonnaga,Sino-Tibetan
388,Achang (Longchuan),Eurasia,24.466605,97.89503,acha1249,acn,Longchuan Achang,sino1245,774,774,suntb,Sino-Tibetan
389,Ese Ejja,South America,-11.7268,-67.515,esee1248,ese,Ese Ejja,pano1259,1002,1002,keypano,Pano-Tacanan
390,Tsez,Eurasia,42.26,45.81,dido1241,ddo,Tsez,nakh1245,832,832,northeuralex,Nakh-Daghestanian
391,Ao Chungli,Eurasia,26.3167,94.5167,aona1235,njo,Ao Naga,sino1245,874,874,marrisonnaga,Sino-Tibetan
392,Burmese (Written),Eurasia,21.624974,97.126742,oldb1235,obr,Old Burmese,sino1245,876,876,marrisonnaga,Sino-Tibetan
393,Yijiacun,Eurasia,23.475,99.865,ekaa1234,,Eka,sino1245,756,756,yanglalo,Sino-Tibetan
394,Lotha,Eurasia,26.1,94.2667,loth1237,njh,Lotha Naga,sino1245,940,940,marrisonnaga,Sino-Tibetan
395,Northern Haida,North America,54.004532,-132.079257,nort2938,hdn,Northern Haida,haid1248,1065,1065,idssegmented,Haida
396,Shuizhuping,Eurasia,24.73,98.9,west1506,ywl,Western Lalu,sino1245,754,754,yanglalo,Sino-Tibetan
397,Manipuri,Eurasia,24.44,93.34,mani1292,mni,Manipuri,sino1245,875,875,marrisonnaga,Sino-Tibetan
398,Qingyun,Eurasia,24.8709,100.711,xish1235,ywt,Xishanba Lalo,sino1245,755,755,yanglalo,Sino-Tibetan
399,Dargwa,Eurasia,42.43,47.44,darg1241,dar,North-Central Dargwa,nakh1245,918,918,northeuralex,Nakh-Daghestanian
400,Diaocao,Eurasia,25.435,100.178,dong1286,yik,Dongshanba Lalo,sino1245,752,752,yanglalo,Sino-Tibetan
401,Mangdi,Eurasia,23.5,99.33,sout3210,,Southern Lalo,sino1245,749,749,yanglalo,Sino-Tibetan
402,Tangkhul,,25.1167,94.3667,sino1246,,Tangkhulic,sino1245,844,844,marrisonnaga,Sino-Tibetan
403,Limi,Eurasia,24.2046473,99.70780531,limi1243,ylm,Limi,sino1245,737,737,yangyi,Sino-Tibetan
404,Sirionó,South America,-15.5298,-63.9688,siri1273,srq,Sirionó,tupi1275,1202,1202,idssegmented,Tupian
405,Tibetan (Written),Eurasia,30.027852,91.158704,clas1254,xct,Classical Tibetan,sino1245,1039,1039,marrisonnaga,Sino-Tibetan
406,Sema,Eurasia,25.85,94.2667,sumi1235,nsm,Sumi Naga,sino1245,806,806,marrisonnaga,Sino-Tibetan
407,Xuzhang,Eurasia,25.344026,99.112244,xuzh1234,,Xuzhang Lalo,sino1245,731,731,yanglalo,Sino-Tibetan
408,Eka,Eurasia,23.4771337,99.9422299604,ekaa1234,,Eka,sino1245,728,728,yangyi,Sino-Tibetan
409,Dimasa,Eurasia,25.42,93.18,dima1251,dis,Dimasa,sino1245,825,825,marrisonnaga,Sino-Tibetan
410,Kalaallisut,North America,69.38,-52.86,kala1399,kal,Kalaallisut,eski1264,903,903,northeuralex,Eskimo-Aleut
411,Chang,Eurasia,26.2667,94.0833,chan1313,nbc,Chang Naga,sino1245,840,840,marrisonnaga,Sino-Tibetan
412,W-Shuizhuping,Eurasia,25.384463,99.843653328,west1506,ywl,Western Lalu,sino1245,724,724,yangyi,Sino-Tibetan
413,CE-Yong'an,Eurasia,25.470251,100.2688649899,dong1286,yik,Dongshanba Lalo,sino1245,722,722,yangyi,Sino-Tibetan
414,Jingpho,,25.461826,97.329866,jing1260,,Jingpho,sino1245,946,946,marrisonnaga,Sino-Tibetan
415,C-Qingyun,Eurasia,25.28985136,100.04557626,xish1235,ywt,Xishanba Lalo,sino1245,721,721,yangyi,Sino-Tibetan
416,Yangliu,Eurasia,25.22482,99.046326,yang1304,,Yangliu,sino1245,721,721,yanglalo,Sino-Tibetan
417,Northern Yukaghir,Eurasia,69.00,155.00,nort2745,ykg,Northern Yukaghir,yuka1259,770,770,northeuralex,Yukaghir
418,C-Longjie,Eurasia,25.2061973,100.0334557739,xish1235,ywt,Xishanba Lalo,sino1245,714,714,yangyi,Sino-Tibetan
419,Jinggu Limi,Eurasia,23.41161589,100.3939263,limi1243,ylm,Limi,sino1245,714,714,yangyi,Sino-Tibetan
420,W-Yilu,Eurasia,25.2908485,99.6396402988,west1506,ywl,Western Lalu,sino1245,714,714,yangyi,Sino-Tibetan
421,W-Shanglizhuo,Eurasia,25.5235701,98.9783729985,west1506,ywl,Western Lalu,sino1245,712,712,yangyi,Sino-Tibetan
422,S-Mangdi,Eurasia,23.46902517,99.3155123394,sout3210,,Southern Lalo,sino1245,710,710,yangyi,Sino-Tibetan
423,C-Chajiang,Eurasia,24.72213,100.1408171056,xish1235,ywt,Xishanba Lalo,sino1245,708,708,yangyi,Sino-Tibetan
424,Konyak,,26.55,95.05,kony1246,,Patkaian,sino1245,871,871,marrisonnaga,Sino-Tibetan
425,Yagán,South America,-55.2748,-68.2648,yama1264,yag,Yámana,yama1264,738,738,idssegmented,Yámana
426,rGyalrong (Maerkang Japhug Shaerzong (B)),Eurasia,32.159653,102.159643,gdon1234,,Gdongbrgyad-Kamnyu,sino1245,722,722,naganorgyalrongic,Sino-Tibetan
427,Itonama,South America,-12.80431,-64.35748,iton1250,ito,Itonama,iton1250,935,935,keypano,Itonama
428,W-Dutian,Eurasia,25.5134482,99.8301212214,west1506,ywl,Western Lalu,sino1245,701,701,yangyi,Sino-Tibetan
